name,rating,address,phone,website,website_phone,email
Aussie Electrical Services,,"127/ 377 Kent St, Sydney, NSW, 2000",1300 135 407,https://www.aussieelectricalandplumbing.com.au/#utm_source=Yellow%20Online&utm_medium=Directory&utm_campaign=Website%20Link&utm_content=ELECTRICIAN,1800 957 769,info@aussieservices.com.au
ELEMENT ELECTRICAL QLD PTY LTD,,,0432 616 593,http://www.elementelectricalqld.com.au,,
Bensley Electrical Services Pty Ltd,,,0418 691 460,https://bensleyelectrical.com,,
McGrath & Frisby Plumbing & Electrical,,,(07) 3366 8287,https://mcgrathandfrisby.com.au,21 142 465,
Darren Willems A1 Electrical,5.0,,0488 222 372,https://aoneelectrical.com.au,0488 222 372,a1electrical@iinet.net.au
Michael Lozano Pty Ltd,5.0,,0411 518 675,,,
Piper Electrical & Communications,,,0428 030 636,http://piperelectrical.com.au,,
Adaz Electrical Pty Ltd,5.0,,0400 935 444,http://www.adaz.com.au,,
,,Start by browsing through our online directory to find electricians in your area,,,,
Quaite Electrical,,,0419 672 951,,,
Edge Electrical Industries Pty Ltd,,,(07) 3497 4955,,,
Robert Melham Electrical Contracting Services,,,(03) 5342 9117,http://www.robertmelhamelectrical.com.au,,
Jasmak Electrical Specialists,,,0409 576 932,https://www.jasmakelectrical.com,,
RDG Electrical,,,(03) 5023 4616,https://rdgelectrical.com.au,03 502346,
Darren Worpel Electrical,,,0407 000 329,,,
CRC Electrical & Refrigeration,,,(07) 4627 7009,https://crcelectricalandrefrigeration.com.au,,
Thompson Power Pty Ltd,,,(02) 6360 0530,http://www.thompsonpower.com.au,41 161 366,
NORLEC,,,(08) 9434 4500,https://www.norlec.au,,
Altona Electrics,,,0418 602 575,http://www.altonaelectrics.com.au,1300 544 861,stuart@altonaelectrics.com.au
Novatrend Electrical Pty Ltd,,,0409 460 550,http://www.novatrendelectrical.com.au,16 105 345,
K.T.Y. Electrical Services,,"Lot 217 Wilson St, Kununoppin, WA, 6489",(08) 9683 2012,http://www.ktyelectrical.com,,
Adrian Sparks Electrical,,,0439 355 947,https://www.facebook.com/Adriansparkselectrical/?fref=ts,,
Day's Electrical Contracting,,,(03) 5523 4636,https://dayselectrical.com.au,,
Singh Electrics,,,0408 183 646,http://www.singhelectrics.com.au,,
Boschetti,,,(02) 6022 4003,https://boschetti.au,,info@boschetti.auPhone
Suncoast Electrical,,,0401 511 794,http://www.suncoastelectrical.com.au,0401 511 794,info@suncoastelectrical.com.au
AH Electrical & Solar,,,0427 847 241,http://www.ahelectrical.com.au,,
Elfords Electrical Pty Ltd,,,(02) 6672 3005,http://www.elfordselectrical.com.au,,admin@elfordselectrical.com.au
BRE Electrical Contractors Pty Ltd,,,0437 665 435,http://www.electriciancastlemaine.com.au,0437 665 435,brockrobertselectrical@gmail.comCastlemaine
Webster's Electrical,,"Cnr Roy and Norton Sts, Wangaratta, VIC, 3677",(03) 5722 1492,http://www.websterselectricalvic.com.au,,
Downs Electrical Services Pty Ltd,,"26 Collier Street, Toowoomba, QLD, 4350",0418 700 989,http://downselectricalservices.com.au,,
Callinan's Electrical,,,(02) 6765 4826,https://www.callinans.net.au,0417 437 275,
Peter Gill Electrical,,"9 Carinya St, Griffith, NSW, 2680",0408 644 180,http://www.petergillelectrical.com.au,,
Jason Jeffrey Electrical,,,0409 659 043,,,
Manning Valley Electrical Services - Level 2 Electrical,,,0422 777 693,https://www.mves.com.au,,
Aardvark Electrics,,,(08) 9378 4704,https://aardvarkelectrics.com,,office@aardvarkwa.com
Buzz Electrical Contracting,,,0434 467 761,https://www.buzzelectricalcontracting.com.au,0434 467 761,
,,,,,,
,,,,,,
ElecPlumb,,,(08) 7228 6868,http://www.elecplumb.com.au,(08) 722868,
Dowsett's Electrical Pty Ltd,,,0409 575 163,https://dowsettselectrical.com.au,,
Kilara Electrical Contractors,,,0429 445 100,,,
Rc Davis Electrical Pty Ltd,,"2-7 Reeves St, Kalimna, VIC, 3909",0401 638 791,,,
Morton Electrical Service,,,(02) 6260 6802,https://www.mortonelectricalservices.com.au,,
D.N. Bishop & Co Pty Ltd,,,(02) 6056 1599,http://www.bishopelectrical.com.au,,
M & M Reed Electrical,,,0430 308 603,http://mmreedelectrical.com.au,0430 308 603,
Jason Wenta Electrical Services,5.0,,(07) 4723 8724,https://www.wentaelectrical.com.au,,
,,,,,,
Fusion Solar & Electrical,,"5/ 547 Woolcock St, Mt Louisa, QLD, 4814",(07) 4774 6139,http://www.fusionsolar.net/index.php,,
Small Stuff Electrical Services,5.0,,0407 666 207,https://smallstuff.net.au,0407 666 207,info@smallstuff.net.auCopyright
Alltype Electrical & Data Services,5.0,,(02) 6299 1506,http://www.alltypeelectrical.com.au,,
Advanced Electrical & Data Installations,,,(02) 6800 2777,,,
Maybach Electrical Services,,,(02) 6280 8371,http://www.maybach.net.au,,ussales@maybach.net.auAddress7
Gator Electrical,,,(02) 6681 5336,https://www.gatorelectrical.com.au,,
Greg Eastman Electrical,,"Unit 5/ 85 Bega St, Bega, NSW, 2550",0427 484 667,https://eastmanelectrical.au,,admin@eastelec.au
Kennewell Electrical Pty Ltd,,,0400 415 008,https://kennewellelectrical.com.au,0400 415 008,
Bowe's Electrical Pty. Ltd.,,,0407 795 632,https://boweselectrical.com.au,0754621644,bowies1@hotmail.com
The Cool Guys,,,(08) 8983 2666,http://www.thecoolguysnt.com.au,,
Steve Mason Electrical,5.0,,0412 694 970,https://www.smasonelectrical.com.au,,
Itecs Electrical Services Pty Ltd,,,0416 044 804,http://www.itecselectrical.com.au,0416 044 804,info@itecselectrical.com.auMore
John Zelenka Electrical,,,(07) 4956 4138,,,
Adam Cartwright Electrical,,,0422 459 926,http://www.acelec.com.au,0422 459 926,
TKD Electrics,5.0,,0434 121 324,https://tkd-electrics-pty-ltd.business.site,,
Carl Voss - Electrician,,,0427 310 944,,,
Dillon & Oliveri Pty Ltd,,"18A Stow St, Webberton, WA, 6530",(08) 9965 4004,,,
Aquest Electrical,,,(08) 8644 2244,https://aquest.com.au,,
A.C.T. Electrics Pty Ltd,,"40 Turriff St, Chisholm, ACT, 2905",(02) 6298 3808,http://www.actelectrics.com.au,,
DAV Electrical,,,0418 753 632,https://davelectrical.com.au,,
A & M Ellis Electrics,,,0419 331 227,http://www.elliselectrics.com,0419 331 227,admin@elliselectrics.com
Kevlec Group,,"Factory 19 327 Mansfield St, Thornbury, VIC, 3071",(03) 7014 6342,https://www.kevlec.com.au,,office@kevlec.com.au
A-Line Electrical Solutions,,,(02) 6236 9069,http://alineelectrical.com.au,,
D & A Electrical & Airconditioning,,,0408 032 354,http://www.dandaelectrical.com.au,,
Queensland Electrical Solutions,5.0,,0429 121 431,http://qldelectricalsolutions.com.au,43560409,info@qldelectricalsolutions.com.au
Sinclair Electrical Solutions,,"19 Hinckley St, Naracoorte, SA, 5271",(08) 8762 2446,http://www.sinclairelectrical.net.au,,
Quirindi Electrical & Airconditioning Pty Ltd,,"127 Hawker St, Quirindi, NSW, 2343",(02) 6746 1637,https://www.qeac.com.au,234302 674,
Linear Electrics,,,0415 269 245,http://www.linearelectrics.com.au,,
,,,,,,
,,,,,,
Mr Emergency,,,1300 355 547,https://www.mremergency.com.au/service-areas/sa/electrician-adelaide,1300 164 064,
Barnes Electrical,,,(07) 4978 5888,http://www.barneselectrical.com.au,,
Paul Cochrane Electrical,,,(03) 5479 1888,https://www.pcelectric.com.au,,
D & S Taber Electrical,,,(02) 6921 2447,https://dstaberelectrical.com.au,"2650
026921",office@dstaberelectrical.com.au
Currumbin Waters Electrical,,,0418 969 368,http://www.currumbinwaterselectrical.com,,
Nixon Electrics,,,(08) 9729 1327,http://www.nixonelectrics.com.au/index.php,1719804835,admin@nixonlive.com.au
Daryl Hoskins,,,0418 666 858,http://www.darylhoskinselectrical.com.au,,
Horncastle Electrical Contractors,4.6,,0418 449 981,,,
,,,,,,
Enlightening Electrical Solutions,,,0435 908 037,,,
Davis Electrical,,"23 Glen Dhu St, South Launceston, TAS, 7249",0429 049 429,http://daviselec.com.au,0429 049 429,admin@daviselec.com.au
Anderson David Electrical,,,0412 654 060,http://www.davidandersonelectrical.com,,
Regional Energy Services Pty Ltd,,,0406 883 185,http://www.regionalenergyservices.com.au,0406 883 185,185info@regionalenergyservices.com.au1780
Powtek Electrical,,,0424 532 822,,,
Wolfenden Electrical,,"86 Curtis St, Dalby, QLD, 4405",(07) 4662 5455,http://www.wolfendenelectrical.com.au,,
JEG Electrical Pty Ltd,5.0,,0403 610 155,,,
A.R.G. Electrical & Communications,,,(02) 9477 6098,http://www.argelectrical.com.au,,
John Gilbert Electrical Pty Ltd,,"31 Stephen St, South Toowoomba, QLD, 4350",(07) 4638 1679,http://www.johngilbertelectrical.com.au,0409 067 488,info@johngilbertelectrical.com.au
R L Gray Electrical Pty Ltd,,,0418 419 718,,,
Max Barnes Electrical,5.0,"Electricians & Electrical Contractors, Strathalbyn, SA 5255",0429 982 309,,,
Ben A Powell Electrical,,,0404 455 337,https://ben-powell-electrical.business.site,,
Matt Bailey Electrical & Communications Solutions Pty Ltd,5.0,,0409 328 260,,,
Smith's Speedy Spark,,,(07) 4774 3743,https://www.facebook.com/smithsspeedyspark,,
Lee Group Electrical,,"207-217 McDougall St, Wilsonton, QLD, 4350",0437 750 350,http://www.leegroupelectricalqld.com.au,,
BJ's Electrical,,,0408 291 871,,,
David Mitchell,5.0,,0414 429 404,http://www.electricianinbatemansbay.com.au,0414 429 404,
Intellelect,,,0401 371 847,https://www.facebook.com/Intellelect-Intelligent-Electrical-Solutions-116263590175355,,
Jago Electrical,,"43 Holland St, Bargara, QLD, 4670",0413 098 255,,,
CM Electrical & Maintenance PTY LTD,5.0,,0429 983 953,,,
Bennett DA & PA Electrical Contractors,5.0,,0417 542 685,https://www.bennettelectrical.com.au,,
Ray Smith Electrical,,,(02) 6653 6724,https://www.raysmithelectrical.com.au,,
John Walters Electrical & Data Communications,5.0,"22 Bruce St, Grafton, NSW, 2460",0438 664 681,http://www.jwe.com.au,4699094013,
I & C Instrumentation & Electrical,,"16 Enterprise St, Gladstone, QLD, 4680",(07) 4973 7631,http://www.iandcelectrical.com.au,98 010 362,
A M W Electrical,,,0418 800 936,https://www.amwelectrical.com.au,,
Leonay Electrical Pty Ltd.,,,(02) 4722 2344,https://www.leonayelectrical.com.au,1411507858,info@leonayelectrical.com.au
Shead & Nicholson,,"2 Forester St, Forbes, NSW, 2871",(02) 6851 1444,http://www.sheadnicho.com.au,,enquiry@sheadnicho.com.au
Tristan Clews Electrical,,"57 Bell St, Biloela, QLD, 4715",0438 734 766,http://www.tristanclewselectrical.com.au,,
,,,,,,
,,,,,,
Mr Emergency,,,1300 355 547,https://www.mremergency.com.au/service-areas/sa/electrician-adelaide,1300 164 064,
"LS Electrical, Solar & Air-conditioning",5.0,,0488 030 989,https://www.facebook.com/LS-Electrical-Air-Conditioning-100238042118151,,
The Power Doctors,,,(07) 3378 9039,http://www.powerdoctors.com.au,,
Laser Electrical Armidale,,,0428 668 000,http://www.armidale.laserelectrical.com.au,,
Smith & Freshwater Electrical Pty Ltd,,"27 Payne St, Bairnsdale, VIC, 3875",(03) 5152 6700,,,
David Bailey Electrical Contracting Pty Ltd,5.0,,0419 731 073,,,
Montford Electrical Services,,,0488 949 288,,,
J. Sears Electrical & Lithium,,"13 Main St, Newry, VIC, 3859",0459 323 718,,,
,,,,,,
Mick Flynn Electrical Services Pty Ltd,,,0418 698 188,http://www.mickflynnelectrical.com.au,,
Blayney Electrical Services,,,(02) 6368 2516,http://www.blayneyelectrical.com.au,0418 249 062,admin@blayneyelectrical.com.au
Dallimont Electrical,,,(02) 4735 1146,http://www.dallimontelectrical.com.au,,
K.P. Walsh Electrics,,"137 Boundary St, Railway Estate, QLD, 4810",(07) 4771 2829,http://www.kpwalshelectrics.com.au,,info@kpwalshelectrics.com.au
Kirk Electrical (QLD) Pty Ltd,,"65 Thabeban St, Bundaberg, QLD, 4670",(07) 4153 1353,http://www.genisyspower.com.au,,
K & T Vincent Electrical,,"18 Boston St, Goolwa North, SA, 5214",0409 552 937,https://www.ktvincentelectrical.com,0409 552 937,5214kvelectrical77@gmail.com0409
Arentz Electrical,,,0407 386 641,http://www.arentzelectrical.com.au,0407386641,Australia0407386641drew@arentzelectrical.com.au
Stephen Moseley Electrical,,,(02) 6936 0952,http://www.smelec.com.au,0419 287 325,
Ross Greenwood Electrical Pty Ltd,,,(07) 4725 5051,http://www.rgelect.com.au,,
Chris Henderson Electrical Pty Ltd,,,(08) 8294 1118,http://www.chelectrical.com.au,1300 886 546,
Nightcliff Electrical,,"17 Cousin St, Winnellie, NT, 0820",(08) 8984 3955,http://www.nightcliffelectrical.com.au,89 843 955,
All Saints Electrical,,,0417 969 445,https://www.allsaintselectrical.com.au,,
JGP Electrical Contractors Pty Ltd,,,0437 728 822,http://www.bosselectricalbrisbane.com.au,,
BEC Group Pty Ltd,,"32 Warkil St, Cobram, VIC, 3644",0428 565 747,http://becgroup.com.au,,
Ferguson G Electrical Pty Ltd,,,0428 796 551,https://fergusonelectrical.com.au,0428 796 551,admin@fergusonelectrical.com.au
Gabriel Electrical Contractors,,"10 Tandara St, Mt Gambier, SA, 5290",(08) 8725 8744,,,
Fassifern Lighting & Electrical,,,0409 260 398,http://www.fassifernelectrical.com.au,,
Baden Napier Electrical And Solar,,,0418 805 513,https://badennapierelectrical.com,55540418,513napelect@adam.com.auFirst
Cairns Synergy Electrical,,"Shed 8/ 202 McCormack St, Manunda, QLD, 4870",(07) 4053 2159,https://www.cairnssynergyelectrical.com.au,,
John Couldrey Electrical,,,0407 164 935,http://johncouldreyelectrical.com.au,0407 164 935,info@johncouldreyelectrical.com.au
Dead Horse Electrics,,,0408 066 668,http://www.deadhorse.com.au,0408 066 668,
De Vent Electrical P/L,,"7 Kent St, Moe, VIC, 3825",(03) 5127 3433,,,
Belmont Electrical,5.0,"95 Faust St, Proserpine, QLD, 4800",(07) 4945 1864,https://belmontelectricalproserpine.weebly.com,,
Static Electrical Services,5.0,,0439 988 113,https://www.staticelectricalservices.net,0439 988 113,staticelectricalservices@hotmail.comTHE
BluePhase Electrical P/L,,,0417 009 995,http://www.bluephase.com.au,,
MOD Electrical's,,,0400 478 126,http://www.modelectrical.com.au,0418 435 982,info@modelectrical.com.au
T Perrie's Electrical Services,,,(08) 9332 7714,,,
Hankinson Electrical,,,0400 033 303,https://hankinsonelectrical.com.au,0400 033 303,
,,,,,,
,,,,,,
Aussie Electrical Services,,"127/ 377 Kent St, Sydney, NSW, 2000",1300 135 407,https://www.aussieelectricalandplumbing.com.au/#utm_source=Yellow%20Online&utm_medium=Directory&utm_campaign=Website%20Link&utm_content=ELECTRICIAN,1800 957 769,info@aussieservices.com.au
Abacus Air & Electrical,,,(07) 5483 2869,http://www.abacuselectrical.com.au,,
Hybrid Energy Concepts,5.0,,0400 540 237,https://hybridenergyconcepts.com.au,,
Laurad Pty Ltd,,,0412 253 415,http://www.lauradelectrical.com.au,29 073 637,lauradptyltd@gmail.com
Ili Electrical,,,0423 636 074,http://www.ilielectrical.com.au,0423636074,luke_ili@live.com.au0423636074REC
Kenlec Electrical Services P/L,,,0408 100 220,https://kenlec.com,0408 100 220,kenlecpl@gmail.comOperating
Smart Elec,,,0456 902 564,http://www.smartelec.info,0433 158 941,941smartelecqld@gmail.comGet
Eascom Electrical Bendigo,,"1 17 Deborah St, Bendigo, VIC, 3550",(03) 5442 8979,https://eascomelectrical.com.au/bendigo,0455 856 893,bendigo@eascomelectrical.com.auABN
,,,,,,
Blue Reef Electrics,,,0401 989 101,https://bluereefelectrics.com.au,,
Cain Electrical,,"24 Henderson St, Waikerie, SA, 5330",(08) 8541 3021,https://www.cainelectrical.com.au,,
Anjon Electrical & Fire Services Pty Ltd,,,0414 525 220,,,
Gunther Electrical Services,5.0,,0413 633 226,,,
Scenic Rim Electrical,,,0448 800 334,http://www.scenicrimelectrical.com.au,,
Troy Howe Electrical,5.0,,0417 601 038,https://www.troyhoweelectrical.com.au,0417 601 038,areas.troy@troyhoweelectrical.com.auT.
Jamie Oram Electrical Pty Ltd,5.0,,0417 899 990,https://www.joelectrical.com.au,0417 899 990,jamieoramelectrical@bigpond.com
Don Phillips Electrical Contractor,,,(03) 5751 1694,,,
Cam Carter Electrician,,,0409 139 593,,,
JAWS Contracting (NT) Pty Ltd,,"3 Cheong St, Alice Springs, NT, 0870",0428 504 175,http://jawscontracting.com.au,,
Suburban Electrical & Home Renovation,,,0418 946 167,https://www.suburbanelectrical.com.au,,
PLE Contracting,,,(02) 4920 6066,http://www.plecontracting.com.au,,
AAE Industries,,,0401 099 163,https://www.aaeindustries.com.au,0401 099 163,
Ambrose Electrical Pty Ltd,,,0401 079 243,http://ambroseelectrical.com.au,0401 079 243,tom@ambroseelectrical.com.au
SKE Electrical Pty Ltd,,,(02) 4948 4211,http://www.ske.com.au,229002 494,4211reception@ske.com.auMonday
JOHNSTON SERVICES,,,0435 381 829,,,
Grant Hunter Electrical Services,,,0488 666 103,,,
Greg Keft Electrical,,,0428 316 062,http://www.gkeftelect.com,0408 692 292,greg@gkeftelect.com
IDB Electrical,,,0407 022 527,https://www.idbelectrical.com.au,,
OUTRIGHT ELECTRICAL,,,0427 696 688,,,
Electrics Downunder Pty Ltd,,,0429 153 760,http://www.electricsdownunder.com.au,,
BD North East Electrics,,"60 Clifton St, Euroa, VIC, 3666",(03) 5795 3564,https://www.bdne.com.au,,
Craig Burgess Electrical,1.0,,0400 258 666,,,
White's Electrical,,"1A Grenfell St, Parkes, NSW, 2870",(02) 6862 2089,,,
Zischke Electrical,,,0429 487 732,https://www.zischkeelectrical.com.au,,
Adam Wilkins Electrical,,,0428 260 570,,,
A J Benco Electrical Services Pty Ltd,,"13 Sussex St, Epping, NSW, 2121",0412 156 001,,,
Cypress Electrical Services,,,0410 104 231,,,
,,,,,,
,,,,,,
Electrx,,,0432 376 469,https://electrx.com.au,0447 139 493,Info@electrx.com.au
Aussie Electrical.com4U,5.0,,0411 440 144,,,
Launceston Electrical Solutions,3.7,"4 Brooke St, Invermay, TAS, 7248",0439 320 635,http://www.lestas.com.au,1300 330 076,admin@lestas.com.au
Aaron Chick - Electrician,5.0,,0422 296 628,,,
Barker Electrical Services,5.0,,0458 018 497,,,
Dave Andrews Electrical,,,(08) 9417 7821,,,
Solution Energy Services Pty Ltd,,,(02) 6169 3998,http://www.shepelectrical.com.au,48 067 988,
Jeff & Pitsi Lahtinen Electrical,,"3 Gardiner St, Ingham, QLD, 4850",(07) 4776 2625,http://www.electricalcontractoringham.com.au,,
,,,,,,
Tape Electrical,,,0417 839 554,http://www.tapeelectrical.com.au,0417839554,
Ensbey Electrical,,"100 Bisley St, Warwick, QLD, 4370",(07) 4661 7999,http://www.ensbey.com.au,,
G & H Electrics,,,(03) 5775 1351,http://www.mansfieldelectricalcontractor.com,0407 303 104,
Statewide Electrical & Automation,,,(02) 9541 0658,http://www.swelectric.com.au,,
Ben Powell Electrical,,,(02) 6373 4859,,,
CQE Services,,,0428 178 259,http://www.cqeservices.com.au,24 160 921,
Hedland Electrical,,"9 Bayman St, Port Hedland, WA, 6721",0405 969 252,http://www.hedlandelectrical.com.au,0405 969 252,admin@hedlandelectrical.com.au
John Crawford Electrical & Air-conditioning,,,0428 241 532,https://johncrawfordelectrical.com,0428241532,
Mat Langley Electrical & Refrigeration Pty Ltd,,"45-49 William St, Tatura, VIC, 3616",(03) 5824 2317,,,
KMH Electrical Contractors,,,(02) 6751 1733,http://www.electrician-moree.websyte.com.au,0418 657 388,mhoulahan.kmh@gmail.comhttp
LRJ Electrical Contractors,3.7,"53 Albert St, Mildura, VIC, 3500",0408 459 293,https://lrjelectricalcontractors.com.au,331720408,uslrjelectricalcontractors@outlook.comFind
Kurtz Electrical,,,0428 987 986,,,
Scott Paech Electrical,,,0427 111 986,https://www.scottpaech.com.au,,
Jemi Electrical,1.0,,(02) 4575 2078,,,
Ryan Bros Electrics,,,(02) 6566 6812,http://www.ryanbros.com.au,,
G.J Blaby,,,(03) 5623 6363,http://www.gjblabyelectrical.net.au,,
IDD Electrical Pty Ltd,,,0422 686 592,http://www.iddelectrical.com.au,,
Claudio's Electrics,,,0408 553 494,,,
Wangaratta Electrics,,,(03) 5722 3388,http://www.wangarattaelectrics.com.au,,
Supreme Electrical,,,(08) 8729 7724,https://supremeelectrical.com.au,53 770 448,admin@supremeelectrical.com.au
Leader Electrical Contractors Pty Ltd,,,0419 583 933,,,
Shepherd Electrical Pty Ltd,,,(02) 6241 2268,http://www.shepelectrical.com.au,48 067 988,
Let There Be Light Electrical,,,0448 924 638,http://www.ltblelectrical.com,,
Smith Electrics,,"74 North St, Springsure, QLD, 4722",0419 983 244,,,
Hunter Prolec Pty Ltd,,,(02) 4930 1100,,,
Angler's Choice Electrical,,"Electricians & Electrical Contractors, Stieglitz, TAS 7216",0437 772 758,,,
Wynyard Electrical,,,0439 463 066,,,
Cobram Electrical And Data Pty Ltd,,"30 Dillon St, Cobram, VIC, 3644",(03) 5871 2807,,,
,,,,,,
,,,,,,
Mr Emergency,,,1300 355 547,https://www.mremergency.com.au/service-areas/sa/electrician-adelaide,1300 164 064,
A.P. Electrical & Installations,5.0,,0413 086 662,,,
Les Walters Electrical Contractor,,,0418 433 802,https://www.truelocal.com.au/business/les-walters-electrical-contractor/macmasters-beach,,
Response Electrical Contractors,,,(02) 6585 4784,,,
ADJ Electrical (Qld) Pty Ltd,,,0424 338 988,,,
JR Cooper,5.0,,(08) 8625 2930,,,
Hultons Electrical Pty Ltd,,,0412 226 950,,,
Philip Hand Electrical Contractors Pty Ltd,,,0408 502 039,http://www.philiphandelectrical.com.au,0408 502 039,039services@philiphandelectrical.com.au
,,,,,,
Eden-Grace Electrical,,,0411 812 788,https://edengraceelectrical.com.au,0411 812 788,russell@edengraceelectrical.com.au
Takle Electrical,,,(02) 6041 1865,http://www.takleelectrical.com.au,,office@takleelectrical.com.au
Steven Taylor & Co Electrix,,,0407 682 818,http://www.stelectrix.com.au,0407 682 818,
WME Services Pty Ltd,,,(02) 4237 5730,,,
Penong Town & Country Electrical,,"14 Stiggants Rd, Penong, SA, 5690",0428 324 363,,,
S & C Albin Electrical Contractors,,,0418 853 217,,,
JMEC Pty Ltd,3.7,,0438 939 568,,,
Ehrlich Power Contractors Pty Ltd,,,0419 661 501,http://www.epcpower.com.au,,
Dunrite Electrical Services,,,0418 768 194,,,
ABC Electrical and Property Maintenance,,,0415 093 189,,,
Circuit Work Electrical Services,,,0407 462 780,,,
GCDE,,,(07) 4124 4220,,,
Pat Dwyer Electrical,,"43 Newcombe St, Cowra, NSW, 2794",0427 075 073,,,
C & D Weeks,,,0412 486 067,,,
C J & J M Vero & Sons,,,0427 482 303,,,
Clifford John,,"41 Riverview St, Evans Head, NSW, 2473",0428 664 438,,,
Luke Mitchell Electrical Services,,,0438 714 220,,,
Dee Cee Electrics,5.0,,(02) 6021 7799,,,
Wilson & Lotton Pty Ltd,,"11 Phoenix St, Warragul, VIC, 3820",(03) 5623 1971,,,
John Wallace Electrical,,,0419 294 359,,,
Port Lincoln Data & Electrical,,,0408 837 113,http://www.portlincolndataandelectrical.com.au,,
Powercom Electrical,,,0407 244 656,https://powercomelectrical.com.au/local-electricians,1800 797 266,
Martin's Electrical,,,(08) 8826 2310,,,
Flash Lec,,,0412 587 993,https://flash-lec.business.site/?utm_source=gmb&utm_medium=referral,,
Eldred Electrics,5.0,,0419 175 225,,,
Allaglow Electrical,,,0427 375 676,,,
Perricoota Power,,"39 Chanter St, Moama, NSW, 2731",0400 309 373,,,
I & S Electrical Contracting,5.0,,(02) 4954 9694,,,
,,,,,,
,,,,,,
Mr Emergency,,,1300 355 547,https://www.mremergency.com.au/service-areas/sa/electrician-eden-hills,1300 164 064,
Stamps Electrical,,,0438 077 370,http://www.stampselectrical.com.au,0438077370,
Stanke Group Electrics Pty Ltd,,"7 Cambridge St, Rockhampton, QLD, 4700",(07) 4927 7300,http://www.stankegroup.com.au,,office@stankegroup.com.au
R G Electrical Pty Ltd,,"198 Walker St, Maryborough, QLD, 4650",0422 995 033,http://www.rgelectrical.com.au,,
Croome Electrical,,,0418 141 618,,,
Black Marlin Electrical,5.0,,0414 255 578,,,
GM & SM Heath Electrical,1.0,,0419 744 429,,,
Peterward Electrical,,,0418 622 070,,,
,,Start by browsing through our online directory to find electricians in your area,,,,
Glen A Thompson Electrical,,"20 Beaufort St, Lithgow, NSW, 2790",0417 921 612,http://www.gathompsonelectrical.com.au,0417 921 612,
Greg Hancock Pty Ltd,5.0,,0418 505 172,,,
Scrivo's Electrical,,,0427 733 411,,,
Cusack Electrical Pty Ltd,5.0,,0429 623 717,,,
Riselectrical,,,0421 805 087,http://www.riselectrical.com.au,0421 805 087,
Graham Whiticker Electrical,,,0412 649 805,,,
Brian Targett Electrical,,,(03) 6437 1510,,,
Craig Bergin Electrical Services Pty Ltd,5.0,,0417 848 131,,,
H.W. Sarah Pty Ltd,,,(03) 5336 3221,,,
K & N Virago Electrical Pty. Ltd.,,,0429 075 781,,,
Power Smart Electrical Services,5.0,"Electricians & Electrical Contractors, St Marys, NSW 2760",(02) 9673 6766,,,
Justin Weeks Electrical Pty Ltd,,,0411 087 237,,,
Mitchell Shire Electrical,5.0,,0428 296 130,,,
Ardina Electrical (Bathurst),,,(02) 6331 6740,,,
Webby's Electrical,,,0488 756 999,,,
NXT Phase Electrical,,,0458 776 822,,,
Bright & District Electrical Services Pty Ltd,,,(03) 5750 1523,,,
Chandlers Electrical Services,,,(03) 6248 4146,,,
Ferris Electrical,,,(07) 4633 1510,,,
Burrell G.J. & G.M. Electrical Contractors,,,0429 034 863,,,
Paton's Electrical Services,,,(07) 4125 1871,https://patonselectricalservices.com.au,,
C.R. Electrical Pty Ltd,,,0414 815 892,,,
Budget Electrical Central Coast,,,0437 537 256,http://www.budgetelectrical.com.au,6851498048,
Nigel Carter Electrical Contractor,,,(02) 4735 7975,,,
OZER Electrical Pty Ltd,,,0400 730 804,https://ozerelectrical.com.au,0400 730 804,
A.R.C Armour's Rural Coastal Electrical,,,0429 224 656,https://www.facebook.com/profile.php?id=100076228792099&paipv=0&eav=AfaTXjwNW31__hxE-goZXk-CvZQtZAaYUwTSHwIqVW_WLk_-gPfWtyaxVPYoDBTkLg4,,
Warialda Electrical Pty Ltd,,"167 Long St, Warialda, NSW, 2402",(02) 6729 1608,,,
Ian Cain Electrical,5.0,"1 Short St, Carisbrook, VIC, 3464",0418 388 226,,,
,,,,,,
,,,,,,
Mr Emergency,,,1300 355 547,https://www.mremergency.com.au/service-areas/sa/electrician-glenelg,1300 164 064,
Darren Hallett Electrical,,,0438 326 914,,,
Chuck E Electrical,,,0488 883 409,,,
SMITTY'S ELECTRICAL PTY LTD,,,0437 817 443,,,
Paul Ryan Electrical Contractor,,"4 Bye St, Wagga Wagga, NSW, 2650",0418 501 087,,,
Enerlec Electrical,,,(07) 5429 8551,,,
Psaila Electrics,,,0426 199 211,,,
McCarthy Electrical Pty Ltd,,,0418 677 862,,,
,,Start by browsing through our online directory to find electricians in your area,,,,
Buckpitt Michael Electrical,,,(02) 4447 2668,,,
John Merry Electrical,,,0408 438 292,,,
Adcon Electrical,,,0405 335 359,,,
All On Electrical & Heating,5.0,,0437 425 995,,,
"Scott, P.A. & J.L.",,"5 McNamara St, Finley, NSW, 2713",0418 831 571,,,
Jonesey's Electrical Services,,,0408 419 053,,,
KJC Electrical Pty Ltd,,,0437 780 016,,,
Toogood Electrical,,,0427 000 197,,,
Alan Rands Electrical,,,0427 298 291,,,
Lamshed Electrical,,,0417 823 259,,,
Singleton Electec,,,(02) 6574 6122,,,
Josh MacKenzie Electrical,,,0437 211 895,,,
O'Keefe Electrics,5.0,,0429 572 934,,,
